Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
2020/07/04,80+,0,166,12/05/2020 02:15:01 PM
2020/07/05,80+,3,169,12/05/2020 02:15:01 PM
2020/07/06,80+,2,171,12/05/2020 02:15:01 PM
2020/07/07,80+,1,172,12/05/2020 02:15:01 PM
2020/07/08,80+,3,175,12/05/2020 02:15:01 PM
2020/07/09,80+,1,176,12/05/2020 02:15:01 PM
2020/07/10,80+,1,177,12/05/2020 02:15:01 PM
2020/07/11,80+,1,178,12/05/2020 02:15:01 PM
2020/07/12,80+,1,179,12/05/2020 02:15:01 PM
2020/07/13,80+,2,181,12/05/2020 02:15:01 PM
2020/07/14,80+,3,184,12/05/2020 02:15:01 PM
2020/07/15,80+,1,185,12/05/2020 02:15:01 PM
2020/07/16,80+,0,185,12/05/2020 02:15:01 PM
2020/07/17,80+,3,188,12/05/2020 02:15:01 PM
2020/07/18,80+,0,188,12/05/2020 02:15:01 PM
2020/07/19,80+,0,188,12/05/2020 02:15:01 PM
2020/07/20,80+,1,189,12/05/2020 02:15:01 PM
2020/07/21,80+,2,191,12/05/2020 02:15:01 PM
2020/07/22,80+,0,191,12/05/2020 02:15:01 PM
2020/07/23,80+,2,193,12/05/2020 02:15:01 PM
2020/07/24,80+,2,195,12/05/2020 02:15:01 PM
2020/07/25,80+,1,196,12/05/2020 02:15:01 PM
2020/07/26,80+,1,197,12/05/2020 02:15:01 PM
2020/07/27,80+,0,197,12/05/2020 02:15:01 PM
2020/07/28,80+,2,199,12/05/2020 02:15:01 PM
2020/07/29,80+,7,206,12/05/2020 02:15:01 PM
2020/07/30,80+,2,208,12/05/2020 02:15:01 PM
2020/07/31,80+,4,212,12/05/2020 02:15:01 PM
2020/08/01,80+,8,220,12/05/2020 02:15:01 PM
2020/08/02,80+,2,222,12/05/2020 02:15:01 PM
2020/08/03,80+,2,224,12/05/2020 02:15:01 PM
2020/08/04,80+,3,227,12/05/2020 02:15:01 PM
2020/08/05,80+,2,229,12/05/2020 02:15:01 PM
2020/08/06,80+,4,233,12/05/2020 02:15:01 PM
2020/08/07,80+,0,233,12/05/2020 02:15:01 PM
2020/08/08,80+,0,233,12/05/2020 02:15:01 PM
2020/08/09,80+,0,233,12/05/2020 02:15:01 PM
2020/08/10,80+,4,237,12/05/2020 02:15:01 PM
2020/08/11,80+,2,239,12/05/2020 02:15:01 PM
2020/08/12,80+,2,241,12/05/2020 02:15:01 PM
2020/08/13,80+,1,242,12/05/2020 02:15:01 PM
2020/08/14,80+,5,247,12/05/2020 02:15:01 PM
2020/08/15,80+,1,248,12/05/2020 02:15:01 PM
2020/08/16,80+,0,248,12/05/2020 02:15:01 PM
2020/08/17,80+,3,251,12/05/2020 02:15:01 PM
2020/08/18,80+,1,252,12/05/2020 02:15:01 PM
2020/08/19,80+,1,253,12/05/2020 02:15:01 PM
2020/08/20,80+,2,255,12/05/2020 02:15:01 PM
2020/08/21,80+,1,256,12/05/2020 02:15:01 PM
2020/08/22,80+,0,256,12/05/2020 02:15:01 PM
2020/08/23,80+,2,258,12/05/2020 02:15:01 PM
2020/08/24,80+,3,261,12/05/2020 02:15:01 PM
2020/08/25,80+,3,264,12/05/2020 02:15:01 PM
2020/08/26,80+,2,266,12/05/2020 02:15:01 PM
2020/08/27,80+,3,269,12/05/2020 02:15:01 PM
2020/08/28,80+,2,271,12/05/2020 02:15:01 PM
2020/08/29,80+,0,271,12/05/2020 02:15:01 PM
2020/08/30,80+,0,271,12/05/2020 02:15:01 PM
2020/08/31,80+,5,276,12/05/2020 02:15:01 PM
2020/09/01,80+,1,277,12/05/2020 02:15:01 PM
2020/09/02,80+,2,279,12/05/2020 02:15:01 PM
2020/09/03,80+,6,285,12/05/2020 02:15:01 PM
2020/09/04,80+,2,287,12/05/2020 02:15:01 PM
2020/09/05,80+,1,288,12/05/2020 02:15:01 PM
2020/09/06,80+,3,291,12/05/2020 02:15:01 PM
2020/09/07,80+,11,302,12/05/2020 02:15:01 PM
2020/09/08,80+,0,302,12/05/2020 02:15:01 PM
2020/09/09,80+,8,310,12/05/2020 02:15:01 PM
2020/09/10,80+,2,312,12/05/2020 02:15:01 PM
2020/09/11,80+,9,321,12/05/2020 02:15:01 PM
2020/09/12,80+,6,327,12/05/2020 02:15:01 PM
2020/09/13,80+,0,327,12/05/2020 02:15:01 PM
2020/09/14,80+,3,330,12/05/2020 02:15:01 PM
2020/09/15,80+,9,339,12/05/2020 02:15:01 PM
2020/09/16,80+,0,339,12/05/2020 02:15:01 PM
2020/09/17,80+,1,340,12/05/2020 02:15:01 PM
2020/09/18,80+,17,357,12/05/2020 02:15:01 PM
2020/09/19,80+,4,361,12/05/2020 02:15:01 PM
2020/09/20,80+,0,361,12/05/2020 02:15:01 PM
2020/09/21,80+,0,361,12/05/2020 02:15:01 PM
2020/09/22,80+,6,367,12/05/2020 02:15:01 PM
2020/09/23,80+,4,371,12/05/2020 02:15:01 PM
2020/09/24,80+,5,376,12/05/2020 02:15:01 PM
2020/09/25,80+,2,378,12/05/2020 02:15:01 PM
2020/09/26,80+,1,379,12/05/2020 02:15:01 PM
2020/09/27,80+,0,379,12/05/2020 02:15:01 PM
2020/09/28,80+,2,381,12/05/2020 02:15:01 PM
2020/09/29,80+,0,381,12/05/2020 02:15:01 PM
2020/09/30,80+,1,382,12/05/2020 02:15:01 PM
2020/10/01,80+,2,384,12/05/2020 02:15:01 PM
2020/10/02,80+,2,386,12/05/2020 02:15:01 PM
2020/10/03,80+,0,386,12/05/2020 02:15:01 PM
2020/10/04,80+,0,386,12/05/2020 02:15:01 PM
2020/10/05,80+,0,386,12/05/2020 02:15:01 PM
2020/10/06,80+,1,387,12/05/2020 02:15:01 PM
2020/10/07,80+,0,387,12/05/2020 02:15:01 PM
2020/10/08,80+,2,389,12/05/2020 02:15:01 PM
2020/10/09,80+,0,389,12/05/2020 02:15:01 PM
2020/10/10,80+,0,389,12/05/2020 02:15:01 PM
2020/10/11,80+,0,389,12/05/2020 02:15:01 PM
2020/10/12,80+,0,389,12/05/2020 02:15:01 PM
2020/10/13,80+,1,390,12/05/2020 02:15:01 PM
2020/10/14,80+,0,390,12/05/2020 02:15:01 PM
2020/10/15,80+,1,391,12/05/2020 02:15:01 PM
2020/10/16,80+,0,391,12/05/2020 02:15:01 PM
2020/10/17,80+,2,393,12/05/2020 02:15:01 PM
2020/10/18,80+,0,393,12/05/2020 02:15:01 PM
2020/10/19,80+,0,393,12/05/2020 02:15:01 PM
2020/10/20,80+,0,393,12/05/2020 02:15:01 PM
2020/10/21,80+,0,393,12/05/2020 02:15:01 PM
2020/10/22,80+,1,394,12/05/2020 02:15:01 PM
2020/10/23,80+,0,394,12/05/2020 02:15:01 PM
2020/10/24,80+,1,395,12/05/2020 02:15:01 PM
2020/10/25,80+,0,395,12/05/2020 02:15:01 PM
2020/10/26,80+,2,397,12/05/2020 02:15:01 PM
2020/10/27,80+,0,397,12/05/2020 02:15:01 PM
2020/10/28,80+,1,398,12/05/2020 02:15:01 PM
2020/10/29,80+,0,398,12/05/2020 02:15:01 PM
2020/10/30,80+,2,400,12/05/2020 02:15:01 PM
2020/10/31,80+,1,401,12/05/2020 02:15:01 PM
2020/11/01,80+,0,401,12/05/2020 02:15:01 PM
2020/11/02,80+,3,404,12/05/2020 02:15:01 PM
2020/11/03,80+,2,406,12/05/2020 02:15:01 PM
2020/11/04,80+,4,410,12/05/2020 02:15:01 PM
2020/11/05,80+,3,413,12/05/2020 02:15:01 PM
2020/11/06,80+,6,419,12/05/2020 02:15:01 PM
2020/11/07,80+,0,419,12/05/2020 02:15:01 PM
2020/11/08,80+,0,419,12/05/2020 02:15:01 PM
2020/11/09,80+,3,422,12/05/2020 02:15:01 PM
2020/11/10,80+,3,425,12/05/2020 02:15:01 PM
2020/11/11,80+,0,425,12/05/2020 02:15:01 PM
2020/11/12,80+,0,425,12/05/2020 02:15:01 PM
2020/11/13,80+,1,426,12/05/2020 02:15:01 PM
2020/11/14,80+,1,427,12/05/2020 02:15:01 PM
2020/11/15,80+,1,428,12/05/2020 02:15:01 PM
2020/11/16,80+,3,431,12/05/2020 02:15:01 PM
2020/11/17,80+,3,434,12/05/2020 02:15:01 PM
2020/11/18,80+,3,437,12/05/2020 02:15:01 PM
2020/11/19,80+,2,439,12/05/2020 02:15:01 PM
2020/11/20,80+,2,441,12/05/2020 02:15:01 PM
2020/11/21,80+,2,443,12/05/2020 02:15:01 PM
2020/11/22,80+,3,446,12/05/2020 02:15:01 PM
2020/11/23,80+,5,451,12/05/2020 02:15:01 PM
2020/11/24,80+,3,454,12/05/2020 02:15:01 PM
2020/11/25,80+,7,461,12/05/2020 02:15:01 PM
2020/11/26,80+,1,462,12/05/2020 02:15:01 PM
2020/11/27,80+,3,465,12/05/2020 02:15:01 PM
2020/11/28,80+,0,465,12/05/2020 02:15:01 PM
2020/11/29,80+,1,466,12/05/2020 02:15:01 PM
2020/11/30,80+,8,474,12/05/2020 02:15:01 PM
2020/12/01,80+,6,480,12/05/2020 02:15:01 PM
2020/12/02,80+,4,484,12/05/2020 02:15:01 PM
2020/12/03,80+,3,487,12/05/2020 02:15:01 PM
2020/12/04,80+,0,487,12/05/2020 02:15:01 PM
2020/03/16,60-69,5,7,12/05/2020 02:15:01 PM
2020/03/17,60-69,2,9,12/05/2020 02:15:01 PM
2020/03/18,60-69,1,10,12/05/2020 02:15:01 PM
2020/03/19,60-69,1,11,12/05/2020 02:15:01 PM
2020/03/20,60-69,5,16,12/05/2020 02:15:01 PM
2020/03/21,60-69,1,17,12/05/2020 02:15:01 PM
2020/03/22,60-69,3,20,12/05/2020 02:15:01 PM
2020/03/23,60-69,3,23,12/05/2020 02:15:01 PM
2020/03/24,60-69,5,28,12/05/2020 02:15:01 PM
2020/03/25,60-69,8,36,12/05/2020 02:15:01 PM
2020/03/26,60-69,5,41,12/05/2020 02:15:01 PM
2020/03/27,60-69,4,45,12/05/2020 02:15:01 PM
2020/03/28,60-69,4,49,12/05/2020 02:15:01 PM
2020/03/29,60-69,1,50,12/05/2020 02:15:01 PM
2020/03/30,60-69,9,59,12/05/2020 02:15:01 PM
2020/03/31,60-69,4,63,12/05/2020 02:15:01 PM
2020/04/01,60-69,5,68,12/05/2020 02:15:01 PM
2020/04/02,60-69,4,72,12/05/2020 02:15:01 PM
2020/04/03,60-69,4,76,12/05/2020 02:15:01 PM
2020/04/04,60-69,0,76,12/05/2020 02:15:01 PM
2020/04/05,60-69,4,80,12/05/2020 02:15:01 PM
2020/04/06,60-69,7,87,12/05/2020 02:15:01 PM
2020/04/07,60-69,4,91,12/05/2020 02:15:01 PM
2020/04/08,60-69,9,100,12/05/2020 02:15:01 PM
2020/04/09,60-69,11,111,12/05/2020 02:15:01 PM
2020/04/10,60-69,3,114,12/05/2020 02:15:01 PM
2020/04/11,60-69,3,117,12/05/2020 02:15:01 PM
2020/04/12,60-69,1,118,12/05/2020 02:15:01 PM
2020/04/13,60-69,4,122,12/05/2020 02:15:01 PM
2020/04/14,60-69,8,130,12/05/2020 02:15:01 PM
2020/04/15,60-69,7,137,12/05/2020 02:15:01 PM
2020/04/16,60-69,2,139,12/05/2020 02:15:01 PM
2020/04/17,60-69,3,142,12/05/2020 02:15:01 PM
2020/04/18,60-69,1,143,12/05/2020 02:15:01 PM
2020/04/19,60-69,7,150,12/05/2020 02:15:01 PM
2020/04/20,60-69,5,155,12/05/2020 02:15:01 PM
2020/04/21,60-69,4,159,12/05/2020 02:15:01 PM
2020/04/22,60-69,6,165,12/05/2020 02:15:01 PM
2020/04/23,60-69,8,173,12/05/2020 02:15:01 PM
2020/04/24,60-69,2,175,12/05/2020 02:15:01 PM
2020/04/25,60-69,3,178,12/05/2020 02:15:01 PM
2020/04/26,60-69,2,180,12/05/2020 02:15:01 PM
2020/04/27,60-69,4,184,12/05/2020 02:15:01 PM
2020/04/28,60-69,2,186,12/05/2020 02:15:01 PM
2020/04/29,60-69,7,193,12/05/2020 02:15:01 PM
2020/04/30,60-69,3,196,12/05/2020 02:15:01 PM
2020/05/01,60-69,2,198,12/05/2020 02:15:01 PM
2020/05/02,60-69,5,203,12/05/2020 02:15:01 PM
2020/05/03,60-69,0,203,12/05/2020 02:15:01 PM
2020/05/04,60-69,3,206,12/05/2020 02:15:01 PM
2020/05/05,60-69,2,208,12/05/2020 02:15:01 PM
2020/05/06,60-69,3,211,12/05/2020 02:15:01 PM
2020/05/07,60-69,2,213,12/05/2020 02:15:01 PM
2020/05/08,60-69,3,216,12/05/2020 02:15:01 PM
2020/05/09,60-69,0,216,12/05/2020 02:15:01 PM
2020/05/10,60-69,0,216,12/05/2020 02:15:01 PM
2020/05/11,60-69,1,217,12/05/2020 02:15:01 PM
2020/05/12,60-69,1,218,12/05/2020 02:15:01 PM
2020/05/13,60-69,2,220,12/05/2020 02:15:01 PM
2020/05/14,60-69,5,225,12/05/2020 02:15:01 PM
2020/05/15,60-69,3,228,12/05/2020 02:15:01 PM
2020/05/16,60-69,2,230,12/05/2020 02:15:01 PM
2020/05/17,60-69,1,231,12/05/2020 02:15:01 PM
2020/05/18,60-69,1,232,12/05/2020 02:15:01 PM
2020/05/19,60-69,0,232,12/05/2020 02:15:01 PM
2020/05/20,60-69,2,234,12/05/2020 02:15:01 PM
2020/05/21,60-69,1,235,12/05/2020 02:15:01 PM
2020/05/22,60-69,1,236,12/05/2020 02:15:01 PM
2020/05/23,60-69,2,238,12/05/2020 02:15:01 PM
2020/05/24,60-69,0,238,12/05/2020 02:15:01 PM
2020/05/25,60-69,1,239,12/05/2020 02:15:01 PM
2020/05/26,60-69,0,239,12/05/2020 02:15:01 PM
2020/05/27,60-69,1,240,12/05/2020 02:15:01 PM
2020/05/28,60-69,1,241,12/05/2020 02:15:01 PM
2020/05/29,60-69,1,242,12/05/2020 02:15:01 PM
2020/05/30,60-69,2,244,12/05/2020 02:15:01 PM
2020/05/31,60-69,3,247,12/05/2020 02:15:01 PM
2020/06/01,60-69,1,248,12/05/2020 02:15:01 PM
2020/06/02,60-69,3,251,12/05/2020 02:15:01 PM
2020/06/03,60-69,2,253,12/05/2020 02:15:01 PM
2020/06/04,60-69,3,256,12/05/2020 02:15:01 PM
2020/06/05,60-69,3,259,12/05/2020 02:15:01 PM
2020/06/06,60-69,2,261,12/05/2020 02:15:01 PM
2020/06/07,60-69,1,262,12/05/2020 02:15:01 PM
2020/06/08,60-69,2,264,12/05/2020 02:15:01 PM
2020/06/09,60-69,1,265,12/05/2020 02:15:01 PM
2020/06/10,60-69,0,265,12/05/2020 02:15:01 PM
2020/06/11,60-69,2,267,12/05/2020 02:15:01 PM
2020/06/12,60-69,4,271,12/05/2020 02:15:01 PM
2020/06/13,60-69,0,271,12/05/2020 02:15:01 PM
2020/06/14,60-69,0,271,12/05/2020 02:15:01 PM
2020/06/15,60-69,1,272,12/05/2020 02:15:01 PM
2020/06/16,60-69,3,275,12/05/2020 02:15:01 PM
2020/06/17,60-69,1,276,12/05/2020 02:15:01 PM
2020/06/18,60-69,3,279,12/05/2020 02:15:01 PM
2020/06/19,60-69,5,284,12/05/2020 02:15:01 PM
2020/06/20,60-69,1,285,12/05/2020 02:15:01 PM
2020/06/21,60-69,0,285,12/05/2020 02:15:01 PM
2020/06/22,60-69,7,292,12/05/2020 02:15:01 PM
2020/06/23,60-69,6,298,12/05/2020 02:15:01 PM
2020/06/24,60-69,3,301,12/05/2020 02:15:01 PM
2020/06/25,60-69,3,304,12/05/2020 02:15:01 PM
2020/06/26,60-69,7,311,12/05/2020 02:15:01 PM
2020/06/27,60-69,4,315,12/05/2020 02:15:01 PM
2020/06/28,60-69,3,318,12/05/2020 02:15:01 PM
2020/06/29,60-69,3,321,12/05/2020 02:15:01 PM
2020/06/30,60-69,6,327,12/05/2020 02:15:01 PM
2020/07/01,60-69,5,332,12/05/2020 02:15:01 PM
2020/07/02,60-69,6,338,12/05/2020 02:15:01 PM
2020/07/03,60-69,0,338,12/05/2020 02:15:01 PM
2020/07/04,60-69,0,338,12/05/2020 02:15:01 PM
2020/07/05,60-69,2,340,12/05/2020 02:15:01 PM
2020/07/06,60-69,7,347,12/05/2020 02:15:01 PM
2020/07/07,60-69,5,352,12/05/2020 02:15:01 PM
2020/07/08,60-69,7,359,12/05/2020 02:15:01 PM
2020/07/09,60-69,4,363,12/05/2020 02:15:01 PM
2020/07/10,60-69,8,371,12/05/2020 02:15:01 PM
2020/07/11,60-69,5,376,12/05/2020 02:15:01 PM
2020/07/12,60-69,5,381,12/05/2020 02:15:01 PM
2020/07/13,60-69,8,389,12/05/2020 02:15:01 PM
2020/07/14,60-69,11,400,12/05/2020 02:15:01 PM
2020/07/15,60-69,10,410,12/05/2020 02:15:01 PM
2020/07/16,60-69,8,418,12/05/2020 02:15:01 PM
2020/07/17,60-69,10,428,12/05/2020 02:15:01 PM
2020/07/18,60-69,5,433,12/05/2020 02:15:01 PM
2020/07/19,60-69,6,439,12/05/2020 02:15:01 PM
2020/07/20,60-69,10,449,12/05/2020 02:15:01 PM
2020/07/21,60-69,14,463,12/05/2020 02:15:01 PM
2020/07/22,60-69,11,474,12/05/2020 02:15:01 PM
2020/07/23,60-69,6,480,12/05/2020 02:15:01 PM
2020/07/24,60-69,7,487,12/05/2020 02:15:01 PM
2020/07/25,60-69,3,490,12/05/2020 02:15:01 PM
2020/07/26,60-69,4,494,12/05/2020 02:15:01 PM
2020/07/27,60-69,3,497,12/05/2020 02:15:01 PM
2020/07/28,60-69,7,504,12/05/2020 02:15:01 PM
2020/07/29,60-69,9,513,12/05/2020 02:15:01 PM
2020/07/30,60-69,11,524,12/05/2020 02:15:01 PM
2020/07/31,60-69,14,538,12/05/2020 02:15:01 PM
2020/08/01,60-69,4,542,12/05/2020 02:15:01 PM
2020/08/02,60-69,1,543,12/05/2020 02:15:01 PM
2020/08/03,60-69,10,553,12/05/2020 02:15:01 PM
2020/08/04,60-69,6,559,12/05/2020 02:15:01 PM
2020/08/05,60-69,8,567,12/05/2020 02:15:01 PM
2020/08/06,60-69,2,569,12/05/2020 02:15:01 PM
2020/08/07,60-69,6,575,12/05/2020 02:15:01 PM
2020/08/08,60-69,3,578,12/05/2020 02:15:01 PM
2020/08/09,60-69,1,579,12/05/2020 02:15:01 PM
2020/08/10,60-69,8,587,12/05/2020 02:15:01 PM
2020/08/11,60-69,3,590,12/05/2020 02:15:01 PM
2020/08/12,60-69,7,597,12/05/2020 02:15:01 PM
2020/08/13,60-69,6,603,12/05/2020 02:15:01 PM
2020/08/14,60-69,5,608,12/05/2020 02:15:01 PM
2020/08/15,60-69,5,613,12/05/2020 02:15:01 PM
2020/08/16,60-69,5,618,12/05/2020 02:15:01 PM
2020/08/17,60-69,5,623,12/05/2020 02:15:01 PM
2020/08/18,60-69,3,626,12/05/2020 02:15:01 PM
2020/08/19,60-69,3,629,12/05/2020 02:15:01 PM
2020/08/20,60-69,6,635,12/05/2020 02:15:01 PM
2020/08/21,60-69,5,640,12/05/2020 02:15:01 PM
2020/08/22,60-69,6,646,12/05/2020 02:15:01 PM
2020/08/23,60-69,2,648,12/05/2020 02:15:01 PM
2020/08/24,60-69,9,657,12/05/2020 02:15:01 PM
2020/08/25,60-69,4,661,12/05/2020 02:15:01 PM
2020/08/26,60-69,1,662,12/05/2020 02:15:01 PM
2020/08/27,60-69,5,667,12/05/2020 02:15:01 PM
2020/08/28,60-69,4,671,12/05/2020 02:15:01 PM
2020/08/29,60-69,5,676,12/05/2020 02:15:01 PM
2020/08/30,60-69,1,677,12/05/2020 02:15:01 PM
2020/08/31,60-69,6,683,12/05/2020 02:15:01 PM
2020/09/01,60-69,4,687,12/05/2020 02:15:01 PM
2020/09/02,60-69,8,695,12/05/2020 02:15:01 PM
2020/09/03,60-69,4,699,12/05/2020 02:15:01 PM
2020/09/04,60-69,6,705,12/05/2020 02:15:01 PM
2020/09/05,60-69,6,711,12/05/2020 02:15:01 PM
2020/09/06,60-69,1,712,12/05/2020 02:15:01 PM
2020/09/07,60-69,4,716,12/05/2020 02:15:01 PM
2020/09/08,60-69,4,720,12/05/2020 02:15:01 PM
2020/09/09,60-69,6,726,12/05/2020 02:15:01 PM
2020/09/10,60-69,6,732,12/05/2020 02:15:01 PM
2020/09/11,60-69,13,745,12/05/2020 02:15:01 PM
2020/09/12,60-69,4,749,12/05/2020 02:15:01 PM
2020/09/13,60-69,0,749,12/05/2020 02:15:01 PM
2020/09/14,60-69,4,753,12/05/2020 02:15:01 PM
2020/09/15,60-69,8,761,12/05/2020 02:15:01 PM
2020/09/16,60-69,9,770,12/05/2020 02:15:01 PM
2020/09/17,60-69,3,773,12/05/2020 02:15:01 PM
2020/09/18,60-69,5,778,12/05/2020 02:15:01 PM
2020/09/19,60-69,1,779,12/05/2020 02:15:01 PM
2020/09/20,60-69,1,780,12/05/2020 02:15:01 PM
2020/09/21,60-69,4,784,12/05/2020 02:15:01 PM
2020/09/22,60-69,3,787,12/05/2020 02:15:01 PM
2020/09/23,60-69,4,791,12/05/2020 02:15:01 PM
2020/09/24,60-69,3,794,12/05/2020 02:15:01 PM
2020/09/25,60-69,3,797,12/05/2020 02:15:01 PM
2020/09/26,60-69,2,799,12/05/2020 02:15:01 PM
2020/09/27,60-69,2,801,12/05/2020 02:15:01 PM
2020/09/28,60-69,3,804,12/05/2020 02:15:01 PM
2020/09/29,60-69,4,808,12/05/2020 02:15:01 PM
2020/09/30,60-69,7,815,12/05/2020 02:15:01 PM
2020/10/01,60-69,5,820,12/05/2020 02:15:01 PM
2020/10/02,60-69,2,822,12/05/2020 02:15:01 PM
2020/10/03,60-69,2,824,12/05/2020 02:15:01 PM
2020/10/04,60-69,0,824,12/05/2020 02:15:01 PM
2020/10/05,60-69,2,826,12/05/2020 02:15:01 PM
2020/10/06,60-69,3,829,12/05/2020 02:15:01 PM
2020/10/07,60-69,0,829,12/05/2020 02:15:01 PM
2020/10/08,60-69,0,829,12/05/2020 02:15:01 PM
2020/10/09,60-69,3,832,12/05/2020 02:15:01 PM
2020/10/10,60-69,1,833,12/05/2020 02:15:01 PM
2020/10/11,60-69,0,833,12/05/2020 02:15:01 PM
2020/10/12,60-69,3,836,12/05/2020 02:15:01 PM
2020/10/13,60-69,5,841,12/05/2020 02:15:01 PM
2020/10/14,60-69,2,843,12/05/2020 02:15:01 PM
2020/10/15,60-69,2,845,12/05/2020 02:15:01 PM
2020/10/16,60-69,5,850,12/05/2020 02:15:01 PM
2020/10/17,60-69,1,851,12/05/2020 02:15:01 PM
2020/10/18,60-69,2,853,12/05/2020 02:15:01 PM
2020/10/19,60-69,3,856,12/05/2020 02:15:01 PM
2020/10/20,60-69,4,860,12/05/2020 02:15:01 PM
2020/10/21,60-69,0,860,12/05/2020 02:15:01 PM
2020/10/22,60-69,2,862,12/05/2020 02:15:01 PM
2020/10/23,60-69,5,867,12/05/2020 02:15:01 PM
2020/10/24,60-69,1,868,12/05/2020 02:15:01 PM
2020/10/25,60-69,2,870,12/05/2020 02:15:01 PM
2020/10/26,60-69,2,872,12/05/2020 02:15:01 PM
2020/10/27,60-69,5,877,12/05/2020 02:15:01 PM
2020/10/28,60-69,4,881,12/05/2020 02:15:01 PM
2020/10/29,60-69,4,885,12/05/2020 02:15:01 PM
2020/10/30,60-69,2,887,12/05/2020 02:15:01 PM
2020/10/31,60-69,2,889,12/05/2020 02:15:01 PM
2020/11/01,60-69,1,890,12/05/2020 02:15:01 PM
2020/11/02,60-69,3,893,12/05/2020 02:15:01 PM
2020/11/03,60-69,2,895,12/05/2020 02:15:01 PM
2020/11/04,60-69,11,906,12/05/2020 02:15:01 PM
2020/11/05,60-69,9,915,12/05/2020 02:15:01 PM
2020/11/06,60-69,4,919,12/05/2020 02:15:01 PM
2020/11/07,60-69,4,923,12/05/2020 02:15:01 PM
2020/11/08,60-69,3,926,12/05/2020 02:15:01 PM
2020/11/09,60-69,9,935,12/05/2020 02:15:01 PM
2020/11/10,60-69,6,941,12/05/2020 02:15:01 PM
2020/11/11,60-69,6,947,12/05/2020 02:15:01 PM
2020/11/12,60-69,10,957,12/05/2020 02:15:01 PM
2020/11/13,60-69,4,961,12/05/2020 02:15:01 PM
2020/11/14,60-69,2,963,12/05/2020 02:15:01 PM
2020/11/15,60-69,6,969,12/05/2020 02:15:01 PM
2020/11/16,60-69,13,982,12/05/2020 02:15:01 PM
2020/11/17,60-69,6,988,12/05/2020 02:15:01 PM
2020/11/18,60-69,13,1001,12/05/2020 02:15:01 PM
2020/11/19,60-69,6,1007,12/05/2020 02:15:01 PM
2020/11/20,60-69,9,1016,12/05/2020 02:15:01 PM
2020/11/21,60-69,7,1023,12/05/2020 02:15:01 PM
2020/11/22,60-69,6,1029,12/05/2020 02:15:01 PM
2020/11/23,60-69,11,1040,12/05/2020 02:15:01 PM
2020/11/24,60-69,10,1050,12/05/2020 02:15:01 PM
2020/11/25,60-69,8,1058,12/05/2020 02:15:01 PM
2020/11/26,60-69,10,1068,12/05/2020 02:15:01 PM
2020/11/27,60-69,9,1077,12/05/2020 02:15:01 PM
2020/11/28,60-69,4,1081,12/05/2020 02:15:01 PM
2020/11/29,60-69,5,1086,12/05/2020 02:15:01 PM
2020/11/30,60-69,19,1105,12/05/2020 02:15:01 PM
2020/12/01,60-69,14,1119,12/05/2020 02:15:01 PM
2020/12/02,60-69,12,1131,12/05/2020 02:15:01 PM
2020/12/03,60-69,5,1136,12/05/2020 02:15:01 PM
2020/12/04,60-69,0,1136,12/05/2020 02:15:01 PM
2020/03/23,18-20,1,5,12/05/2020 02:15:01 PM
2020/03/24,18-20,2,7,12/05/2020 02:15:01 PM
2020/03/25,18-20,1,8,12/05/2020 02:15:01 PM
2020/03/26,18-20,0,8,12/05/2020 02:15:01 PM
2020/03/27,18-20,0,8,12/05/2020 02:15:01 PM
2020/03/28,18-20,0,8,12/05/2020 02:15:01 PM
2020/03/29,18-20,0,8,12/05/2020 02:15:01 PM
2020/03/30,18-20,1,9,12/05/2020 02:15:01 PM
2020/03/31,18-20,0,9,12/05/2020 02:15:01 PM
2020/04/01,18-20,0,9,12/05/2020 02:15:01 PM
2020/04/02,18-20,1,10,12/05/2020 02:15:01 PM
2020/04/03,18-20,1,11,12/05/2020 02:15:01 PM
2020/04/04,18-20,0,11,12/05/2020 02:15:01 PM
2020/04/05,18-20,0,11,12/05/2020 02:15:01 PM
2020/04/06,18-20,1,12,12/05/2020 02:15:01 PM
2020/04/07,18-20,1,13,12/05/2020 02:15:01 PM
2020/04/08,18-20,1,14,12/05/2020 02:15:01 PM
2020/04/09,18-20,1,15,12/05/2020 02:15:01 PM
2020/04/10,18-20,0,15,12/05/2020 02:15:01 PM
2020/04/11,18-20,1,16,12/05/2020 02:15:01 PM
2020/04/12,18-20,1,17,12/05/2020 02:15:01 PM
2020/04/13,18-20,0,17,12/05/2020 02:15:01 PM
2020/04/14,18-20,1,18,12/05/2020 02:15:01 PM
2020/04/15,18-20,0,18,12/05/2020 02:15:01 PM
2020/04/16,18-20,2,20,12/05/2020 02:15:01 PM
2020/04/17,18-20,1,21,12/05/2020 02:15:01 PM
2020/04/18,18-20,0,21,12/05/2020 02:15:01 PM
2020/04/19,18-20,0,21,12/05/2020 02:15:01 PM
2020/04/20,18-20,1,22,12/05/2020 02:15:01 PM
2020/04/21,18-20,2,24,12/05/2020 02:15:01 PM
2020/04/22,18-20,0,24,12/05/2020 02:15:01 PM
2020/04/23,18-20,0,24,12/05/2020 02:15:01 PM
2020/04/24,18-20,1,25,12/05/2020 02:15:01 PM
2020/04/25,18-20,0,25,12/05/2020 02:15:01 PM
2020/04/26,18-20,0,25,12/05/2020 02:15:01 PM
2020/04/27,18-20,1,26,12/05/2020 02:15:01 PM
