Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
2020/09/17,11-13,1,236,12/05/2020 02:15:01 PM
2020/09/18,11-13,3,239,12/05/2020 02:15:01 PM
2020/09/19,11-13,0,239,12/05/2020 02:15:01 PM
2020/09/20,11-13,0,239,12/05/2020 02:15:01 PM
2020/09/21,11-13,0,239,12/05/2020 02:15:01 PM
2020/09/22,11-13,1,240,12/05/2020 02:15:01 PM
2020/09/23,11-13,1,241,12/05/2020 02:15:01 PM
2020/09/24,11-13,1,242,12/05/2020 02:15:01 PM
2020/09/25,11-13,1,243,12/05/2020 02:15:01 PM
2020/09/26,11-13,0,243,12/05/2020 02:15:01 PM
2020/09/27,11-13,0,243,12/05/2020 02:15:01 PM
2020/09/28,11-13,1,244,12/05/2020 02:15:01 PM
2020/09/29,11-13,1,245,12/05/2020 02:15:01 PM
2020/09/30,11-13,1,246,12/05/2020 02:15:01 PM
2020/10/01,11-13,1,247,12/05/2020 02:15:01 PM
2020/10/02,11-13,0,247,12/05/2020 02:15:01 PM
2020/10/03,11-13,0,247,12/05/2020 02:15:01 PM
2020/10/04,11-13,0,247,12/05/2020 02:15:01 PM
2020/10/05,11-13,1,248,12/05/2020 02:15:01 PM
2020/10/06,11-13,1,249,12/05/2020 02:15:01 PM
2020/10/07,11-13,1,250,12/05/2020 02:15:01 PM
2020/10/08,11-13,2,252,12/05/2020 02:15:01 PM
2020/10/09,11-13,0,252,12/05/2020 02:15:01 PM
2020/10/10,11-13,2,254,12/05/2020 02:15:01 PM
2020/10/11,11-13,1,255,12/05/2020 02:15:01 PM
2020/10/12,11-13,1,256,12/05/2020 02:15:01 PM
2020/10/13,11-13,2,258,12/05/2020 02:15:01 PM
2020/10/14,11-13,1,259,12/05/2020 02:15:01 PM
2020/10/15,11-13,3,262,12/05/2020 02:15:01 PM
2020/10/16,11-13,0,262,12/05/2020 02:15:01 PM
2020/10/17,11-13,0,262,12/05/2020 02:15:01 PM
2020/10/18,11-13,0,262,12/05/2020 02:15:01 PM
2020/10/19,11-13,1,263,12/05/2020 02:15:01 PM
2020/10/20,11-13,0,263,12/05/2020 02:15:01 PM
2020/10/21,11-13,0,263,12/05/2020 02:15:01 PM
2020/10/22,11-13,1,264,12/05/2020 02:15:01 PM
2020/10/23,11-13,0,264,12/05/2020 02:15:01 PM
2020/10/24,11-13,0,264,12/05/2020 02:15:01 PM
2020/10/25,11-13,1,265,12/05/2020 02:15:01 PM
2020/10/26,11-13,0,265,12/05/2020 02:15:01 PM
2020/10/27,11-13,2,267,12/05/2020 02:15:01 PM
2020/10/28,11-13,1,268,12/05/2020 02:15:01 PM
2020/10/29,11-13,0,268,12/05/2020 02:15:01 PM
2020/10/30,11-13,0,268,12/05/2020 02:15:01 PM
2020/10/31,11-13,0,268,12/05/2020 02:15:01 PM
2020/11/01,11-13,1,269,12/05/2020 02:15:01 PM
2020/11/02,11-13,2,271,12/05/2020 02:15:01 PM
2020/11/03,11-13,3,274,12/05/2020 02:15:01 PM
2020/11/04,11-13,1,275,12/05/2020 02:15:01 PM
2020/11/05,11-13,1,276,12/05/2020 02:15:01 PM
2020/11/06,11-13,1,277,12/05/2020 02:15:01 PM
2020/11/07,11-13,0,277,12/05/2020 02:15:01 PM
2020/11/08,11-13,0,277,12/05/2020 02:15:01 PM
2020/11/09,11-13,1,278,12/05/2020 02:15:01 PM
2020/11/10,11-13,1,279,12/05/2020 02:15:01 PM
2020/11/11,11-13,0,279,12/05/2020 02:15:01 PM
2020/11/12,11-13,1,280,12/05/2020 02:15:01 PM
2020/11/13,11-13,1,281,12/05/2020 02:15:01 PM
2020/11/14,11-13,1,282,12/05/2020 02:15:01 PM
2020/11/15,11-13,2,284,12/05/2020 02:15:01 PM
2020/11/16,11-13,2,286,12/05/2020 02:15:01 PM
2020/11/17,11-13,4,290,12/05/2020 02:15:01 PM
2020/11/18,11-13,4,294,12/05/2020 02:15:01 PM
2020/11/19,11-13,4,298,12/05/2020 02:15:01 PM
2020/11/20,11-13,1,299,12/05/2020 02:15:01 PM
2020/11/21,11-13,0,299,12/05/2020 02:15:01 PM
2020/11/22,11-13,0,299,12/05/2020 02:15:01 PM
2020/11/23,11-13,6,305,12/05/2020 02:15:01 PM
2020/11/24,11-13,6,311,12/05/2020 02:15:01 PM
2020/11/25,11-13,7,318,12/05/2020 02:15:01 PM
2020/11/26,11-13,0,318,12/05/2020 02:15:01 PM
2020/11/27,11-13,3,321,12/05/2020 02:15:01 PM
2020/11/28,11-13,1,322,12/05/2020 02:15:01 PM
2020/11/29,11-13,2,324,12/05/2020 02:15:01 PM
2020/11/30,11-13,6,330,12/05/2020 02:15:01 PM
2020/12/01,11-13,6,336,12/05/2020 02:15:01 PM
2020/12/02,11-13,1,337,12/05/2020 02:15:01 PM
2020/12/03,11-13,2,339,12/05/2020 02:15:01 PM
2020/12/04,11-13,0,339,12/05/2020 02:15:01 PM
2020/03/15,21-24,1,5,12/05/2020 02:15:01 PM
2020/03/16,21-24,0,5,12/05/2020 02:15:01 PM
2020/03/17,21-24,3,8,12/05/2020 02:15:01 PM
2020/03/18,21-24,1,9,12/05/2020 02:15:01 PM
2020/03/19,21-24,3,12,12/05/2020 02:15:01 PM
2020/03/20,21-24,2,14,12/05/2020 02:15:01 PM
2020/03/21,21-24,0,14,12/05/2020 02:15:01 PM
2020/03/22,21-24,2,16,12/05/2020 02:15:01 PM
2020/03/23,21-24,2,18,12/05/2020 02:15:01 PM
2020/03/24,21-24,0,18,12/05/2020 02:15:01 PM
2020/03/25,21-24,2,20,12/05/2020 02:15:01 PM
2020/03/26,21-24,1,21,12/05/2020 02:15:01 PM
2020/03/27,21-24,1,22,12/05/2020 02:15:01 PM
2020/03/28,21-24,0,22,12/05/2020 02:15:01 PM
2020/03/29,21-24,1,23,12/05/2020 02:15:01 PM
2020/03/30,21-24,1,24,12/05/2020 02:15:01 PM
2020/03/31,21-24,2,26,12/05/2020 02:15:01 PM
2020/04/01,21-24,2,28,12/05/2020 02:15:01 PM
2020/04/02,21-24,3,31,12/05/2020 02:15:01 PM
2020/04/03,21-24,0,31,12/05/2020 02:15:01 PM
2020/04/04,21-24,1,32,12/05/2020 02:15:01 PM
2020/04/05,21-24,0,32,12/05/2020 02:15:01 PM
2020/04/06,21-24,4,36,12/05/2020 02:15:01 PM
2020/04/07,21-24,5,41,12/05/2020 02:15:01 PM
2020/04/08,21-24,1,42,12/05/2020 02:15:01 PM
2020/04/09,21-24,1,43,12/05/2020 02:15:01 PM
2020/04/10,21-24,1,44,12/05/2020 02:15:01 PM
2020/04/11,21-24,1,45,12/05/2020 02:15:01 PM
2020/04/12,21-24,1,46,12/05/2020 02:15:01 PM
2020/04/13,21-24,1,47,12/05/2020 02:15:01 PM
2020/04/14,21-24,0,47,12/05/2020 02:15:01 PM
2020/04/15,21-24,1,48,12/05/2020 02:15:01 PM
2020/04/16,21-24,2,50,12/05/2020 02:15:01 PM
2020/04/17,21-24,3,53,12/05/2020 02:15:01 PM
2020/04/18,21-24,1,54,12/05/2020 02:15:01 PM
2020/04/19,21-24,1,55,12/05/2020 02:15:01 PM
2020/04/20,21-24,2,57,12/05/2020 02:15:01 PM
2020/04/21,21-24,2,59,12/05/2020 02:15:01 PM
2020/04/22,21-24,0,59,12/05/2020 02:15:01 PM
2020/04/23,21-24,1,60,12/05/2020 02:15:01 PM
2020/04/24,21-24,4,64,12/05/2020 02:15:01 PM
2020/04/25,21-24,1,65,12/05/2020 02:15:01 PM
2020/04/26,21-24,2,67,12/05/2020 02:15:01 PM
2020/04/27,21-24,2,69,12/05/2020 02:15:01 PM
2020/04/28,21-24,5,74,12/05/2020 02:15:01 PM
2020/04/29,21-24,4,78,12/05/2020 02:15:01 PM
2020/04/30,21-24,3,81,12/05/2020 02:15:01 PM
2020/05/01,21-24,0,81,12/05/2020 02:15:01 PM
2020/05/02,21-24,3,84,12/05/2020 02:15:01 PM
2020/05/03,21-24,0,84,12/05/2020 02:15:01 PM
2020/05/04,21-24,2,86,12/05/2020 02:15:01 PM
2020/05/05,21-24,3,89,12/05/2020 02:15:01 PM
2020/05/06,21-24,4,93,12/05/2020 02:15:01 PM
2020/05/07,21-24,0,93,12/05/2020 02:15:01 PM
2020/05/08,21-24,2,95,12/05/2020 02:15:01 PM
2020/05/09,21-24,0,95,12/05/2020 02:15:01 PM
2020/05/10,21-24,0,95,12/05/2020 02:15:01 PM
2020/05/11,21-24,1,96,12/05/2020 02:15:01 PM
2020/05/12,21-24,4,100,12/05/2020 02:15:01 PM
2020/05/13,21-24,2,102,12/05/2020 02:15:01 PM
2020/05/14,21-24,2,104,12/05/2020 02:15:01 PM
2020/05/15,21-24,1,105,12/05/2020 02:15:01 PM
2020/05/16,21-24,0,105,12/05/2020 02:15:01 PM
2020/05/17,21-24,0,105,12/05/2020 02:15:01 PM
2020/05/18,21-24,2,107,12/05/2020 02:15:01 PM
2020/05/19,21-24,4,111,12/05/2020 02:15:01 PM
2020/05/20,21-24,1,112,12/05/2020 02:15:01 PM
2020/05/21,21-24,1,113,12/05/2020 02:15:01 PM
2020/05/22,21-24,4,117,12/05/2020 02:15:01 PM
2020/05/23,21-24,3,120,12/05/2020 02:15:01 PM
2020/05/24,21-24,1,121,12/05/2020 02:15:01 PM
2020/05/25,21-24,0,121,12/05/2020 02:15:01 PM
2020/05/26,21-24,1,122,12/05/2020 02:15:01 PM
2020/05/27,21-24,2,124,12/05/2020 02:15:01 PM
2020/05/28,21-24,2,126,12/05/2020 02:15:01 PM
2020/05/29,21-24,1,127,12/05/2020 02:15:01 PM
2020/05/30,21-24,3,130,12/05/2020 02:15:01 PM
2020/05/31,21-24,0,130,12/05/2020 02:15:01 PM
2020/06/01,21-24,7,137,12/05/2020 02:15:01 PM
2020/06/02,21-24,4,141,12/05/2020 02:15:01 PM
2020/06/03,21-24,1,142,12/05/2020 02:15:01 PM
2020/06/04,21-24,3,145,12/05/2020 02:15:01 PM
2020/06/05,21-24,3,148,12/05/2020 02:15:01 PM
2020/06/06,21-24,0,148,12/05/2020 02:15:01 PM
2020/06/07,21-24,1,149,12/05/2020 02:15:01 PM
2020/06/08,21-24,4,153,12/05/2020 02:15:01 PM
2020/06/09,21-24,3,156,12/05/2020 02:15:01 PM
2020/06/10,21-24,1,157,12/05/2020 02:15:01 PM
2020/06/11,21-24,3,160,12/05/2020 02:15:01 PM
2020/06/12,21-24,2,162,12/05/2020 02:15:01 PM
2020/06/13,21-24,0,162,12/05/2020 02:15:01 PM
2020/06/14,21-24,0,162,12/05/2020 02:15:01 PM
2020/06/15,21-24,5,167,12/05/2020 02:15:01 PM
2020/06/16,21-24,6,173,12/05/2020 02:15:01 PM
2020/06/17,21-24,2,175,12/05/2020 02:15:01 PM
2020/06/18,21-24,4,179,12/05/2020 02:15:01 PM
2020/06/19,21-24,3,182,12/05/2020 02:15:01 PM
2020/06/20,21-24,3,185,12/05/2020 02:15:01 PM
2020/06/21,21-24,5,190,12/05/2020 02:15:01 PM
2020/06/22,21-24,9,199,12/05/2020 02:15:01 PM
2020/06/23,21-24,7,206,12/05/2020 02:15:01 PM
2020/06/24,21-24,8,214,12/05/2020 02:15:01 PM
2020/06/25,21-24,12,226,12/05/2020 02:15:01 PM
2020/06/26,21-24,1,227,12/05/2020 02:15:01 PM
2020/06/27,21-24,8,235,12/05/2020 02:15:01 PM
2020/06/28,21-24,1,236,12/05/2020 02:15:01 PM
2020/06/29,21-24,6,242,12/05/2020 02:15:01 PM
2020/06/30,21-24,2,244,12/05/2020 02:15:01 PM
2020/07/01,21-24,5,249,12/05/2020 02:15:01 PM
2020/07/02,21-24,18,267,12/05/2020 02:15:01 PM
2020/07/03,21-24,10,277,12/05/2020 02:15:01 PM
2020/07/04,21-24,1,278,12/05/2020 02:15:01 PM
2020/07/05,21-24,5,283,12/05/2020 02:15:01 PM
2020/07/06,21-24,5,288,12/05/2020 02:15:01 PM
2020/07/07,21-24,11,299,12/05/2020 02:15:01 PM
2020/07/08,21-24,8,307,12/05/2020 02:15:01 PM
2020/07/09,21-24,12,319,12/05/2020 02:15:01 PM
2020/07/10,21-24,9,328,12/05/2020 02:15:01 PM
2020/07/11,21-24,5,333,12/05/2020 02:15:01 PM
2020/07/12,21-24,3,336,12/05/2020 02:15:01 PM
2020/07/13,21-24,9,345,12/05/2020 02:15:01 PM
2020/07/14,21-24,15,360,12/05/2020 02:15:01 PM
2020/07/15,21-24,11,371,12/05/2020 02:15:01 PM
2020/07/16,21-24,12,383,12/05/2020 02:15:01 PM
2020/07/17,21-24,17,400,12/05/2020 02:15:01 PM
2020/07/18,21-24,8,408,12/05/2020 02:15:01 PM
2020/07/19,21-24,2,410,12/05/2020 02:15:01 PM
2020/07/20,21-24,10,420,12/05/2020 02:15:01 PM
2020/07/21,21-24,10,430,12/05/2020 02:15:01 PM
2020/07/22,21-24,16,446,12/05/2020 02:15:01 PM
2020/07/23,21-24,9,455,12/05/2020 02:15:01 PM
2020/07/24,21-24,8,463,12/05/2020 02:15:01 PM
2020/07/25,21-24,5,468,12/05/2020 02:15:01 PM
2020/07/26,21-24,4,472,12/05/2020 02:15:01 PM
2020/07/27,21-24,10,482,12/05/2020 02:15:01 PM
2020/07/28,21-24,5,487,12/05/2020 02:15:01 PM
2020/07/29,21-24,13,500,12/05/2020 02:15:01 PM
2020/07/30,21-24,5,505,12/05/2020 02:15:01 PM
2020/07/31,21-24,8,513,12/05/2020 02:15:01 PM
2020/08/01,21-24,5,518,12/05/2020 02:15:01 PM
2020/08/02,21-24,3,521,12/05/2020 02:15:01 PM
2020/08/03,21-24,9,530,12/05/2020 02:15:01 PM
2020/08/04,21-24,8,538,12/05/2020 02:15:01 PM
2020/08/05,21-24,13,551,12/05/2020 02:15:01 PM
2020/08/06,21-24,9,560,12/05/2020 02:15:01 PM
2020/08/07,21-24,5,565,12/05/2020 02:15:01 PM
2020/08/08,21-24,3,568,12/05/2020 02:15:01 PM
2020/08/09,21-24,7,575,12/05/2020 02:15:01 PM
2020/08/10,21-24,10,585,12/05/2020 02:15:01 PM
2020/08/11,21-24,9,594,12/05/2020 02:15:01 PM
2020/08/12,21-24,11,605,12/05/2020 02:15:01 PM
2020/08/13,21-24,5,610,12/05/2020 02:15:01 PM
2020/08/14,21-24,9,619,12/05/2020 02:15:01 PM
2020/08/15,21-24,4,623,12/05/2020 02:15:01 PM
2020/08/16,21-24,5,628,12/05/2020 02:15:01 PM
2020/08/17,21-24,8,636,12/05/2020 02:15:01 PM
2020/08/18,21-24,5,641,12/05/2020 02:15:01 PM
2020/08/19,21-24,9,650,12/05/2020 02:15:01 PM
2020/08/20,21-24,8,658,12/05/2020 02:15:01 PM
2020/08/21,21-24,3,661,12/05/2020 02:15:01 PM
2020/08/22,21-24,2,663,12/05/2020 02:15:01 PM
2020/08/23,21-24,1,664,12/05/2020 02:15:01 PM
2020/08/24,21-24,5,669,12/05/2020 02:15:01 PM
2020/08/25,21-24,6,675,12/05/2020 02:15:01 PM
2020/08/26,21-24,4,679,12/05/2020 02:15:01 PM
2020/08/27,21-24,6,685,12/05/2020 02:15:01 PM
2020/08/28,21-24,5,690,12/05/2020 02:15:01 PM
2020/08/29,21-24,4,694,12/05/2020 02:15:01 PM
2020/08/30,21-24,2,696,12/05/2020 02:15:01 PM
2020/08/31,21-24,5,701,12/05/2020 02:15:01 PM
2020/09/01,21-24,6,707,12/05/2020 02:15:01 PM
2020/09/02,21-24,4,711,12/05/2020 02:15:01 PM
2020/09/03,21-24,10,721,12/05/2020 02:15:01 PM
2020/09/04,21-24,5,726,12/05/2020 02:15:01 PM
2020/09/05,21-24,2,728,12/05/2020 02:15:01 PM
2020/09/06,21-24,0,728,12/05/2020 02:15:01 PM
2020/09/07,21-24,2,730,12/05/2020 02:15:01 PM
2020/09/08,21-24,4,734,12/05/2020 02:15:01 PM
2020/09/09,21-24,9,743,12/05/2020 02:15:01 PM
2020/09/10,21-24,4,747,12/05/2020 02:15:01 PM
2020/09/11,21-24,3,750,12/05/2020 02:15:01 PM
2020/09/12,21-24,5,755,12/05/2020 02:15:01 PM
2020/09/13,21-24,3,758,12/05/2020 02:15:01 PM
2020/09/14,21-24,8,766,12/05/2020 02:15:01 PM
2020/09/15,21-24,5,771,12/05/2020 02:15:01 PM
2020/09/16,21-24,2,773,12/05/2020 02:15:01 PM
2020/09/17,21-24,3,776,12/05/2020 02:15:01 PM
2020/09/18,21-24,8,784,12/05/2020 02:15:01 PM
2020/09/19,21-24,1,785,12/05/2020 02:15:01 PM
2020/09/20,21-24,1,786,12/05/2020 02:15:01 PM
2020/09/21,21-24,3,789,12/05/2020 02:15:01 PM
2020/09/22,21-24,4,793,12/05/2020 02:15:01 PM
2020/09/23,21-24,5,798,12/05/2020 02:15:01 PM
2020/09/24,21-24,6,804,12/05/2020 02:15:01 PM
2020/09/25,21-24,5,809,12/05/2020 02:15:01 PM
2020/09/26,21-24,0,809,12/05/2020 02:15:01 PM
2020/09/27,21-24,1,810,12/05/2020 02:15:01 PM
2020/09/28,21-24,6,816,12/05/2020 02:15:01 PM
2020/09/29,21-24,5,821,12/05/2020 02:15:01 PM
2020/09/30,21-24,5,826,12/05/2020 02:15:01 PM
2020/10/01,21-24,3,829,12/05/2020 02:15:01 PM
2020/10/02,21-24,0,829,12/05/2020 02:15:01 PM
2020/10/03,21-24,1,830,12/05/2020 02:15:01 PM
2020/10/04,21-24,0,830,12/05/2020 02:15:01 PM
2020/10/05,21-24,0,830,12/05/2020 02:15:01 PM
2020/10/06,21-24,3,833,12/05/2020 02:15:01 PM
2020/10/07,21-24,1,834,12/05/2020 02:15:01 PM
2020/10/08,21-24,5,839,12/05/2020 02:15:01 PM
2020/10/09,21-24,3,842,12/05/2020 02:15:01 PM
2020/10/10,21-24,5,847,12/05/2020 02:15:01 PM
2020/10/11,21-24,0,847,12/05/2020 02:15:01 PM
2020/10/12,21-24,2,849,12/05/2020 02:15:01 PM
2020/10/13,21-24,1,850,12/05/2020 02:15:01 PM
2020/10/14,21-24,1,851,12/05/2020 02:15:01 PM
2020/10/15,21-24,1,852,12/05/2020 02:15:01 PM
2020/10/16,21-24,3,855,12/05/2020 02:15:01 PM
2020/10/17,21-24,4,859,12/05/2020 02:15:01 PM
2020/10/18,21-24,2,861,12/05/2020 02:15:01 PM
2020/10/19,21-24,1,862,12/05/2020 02:15:01 PM
2020/10/20,21-24,3,865,12/05/2020 02:15:01 PM
2020/10/21,21-24,4,869,12/05/2020 02:15:01 PM
2020/10/22,21-24,7,876,12/05/2020 02:15:01 PM
2020/10/23,21-24,5,881,12/05/2020 02:15:01 PM
2020/10/24,21-24,3,884,12/05/2020 02:15:01 PM
2020/10/25,21-24,5,889,12/05/2020 02:15:01 PM
2020/10/26,21-24,7,896,12/05/2020 02:15:01 PM
2020/10/27,21-24,7,903,12/05/2020 02:15:01 PM
2020/10/28,21-24,7,910,12/05/2020 02:15:01 PM
2020/10/29,21-24,1,911,12/05/2020 02:15:01 PM
2020/10/30,21-24,2,913,12/05/2020 02:15:01 PM
2020/10/31,21-24,5,918,12/05/2020 02:15:01 PM
2020/11/01,21-24,6,924,12/05/2020 02:15:01 PM
2020/11/02,21-24,6,930,12/05/2020 02:15:01 PM
2020/11/03,21-24,4,934,12/05/2020 02:15:01 PM
2020/11/04,21-24,12,946,12/05/2020 02:15:01 PM
2020/11/05,21-24,10,956,12/05/2020 02:15:01 PM
2020/11/06,21-24,7,963,12/05/2020 02:15:01 PM
2020/11/07,21-24,4,967,12/05/2020 02:15:01 PM
2020/11/08,21-24,3,970,12/05/2020 02:15:01 PM
2020/11/09,21-24,9,979,12/05/2020 02:15:01 PM
2020/11/10,21-24,11,990,12/05/2020 02:15:01 PM
2020/11/11,21-24,6,996,12/05/2020 02:15:01 PM
2020/11/12,21-24,16,1012,12/05/2020 02:15:01 PM
2020/11/13,21-24,6,1018,12/05/2020 02:15:01 PM
2020/11/14,21-24,8,1026,12/05/2020 02:15:01 PM
2020/11/15,21-24,1,1027,12/05/2020 02:15:01 PM
2020/11/16,21-24,10,1037,12/05/2020 02:15:01 PM
2020/11/17,21-24,10,1047,12/05/2020 02:15:01 PM
2020/11/18,21-24,26,1073,12/05/2020 02:15:01 PM
2020/11/19,21-24,23,1096,12/05/2020 02:15:01 PM
2020/11/20,21-24,14,1110,12/05/2020 02:15:01 PM
2020/11/21,21-24,8,1118,12/05/2020 02:15:01 PM
2020/11/22,21-24,2,1120,12/05/2020 02:15:01 PM
2020/11/23,21-24,9,1129,12/05/2020 02:15:01 PM
2020/11/24,21-24,14,1143,12/05/2020 02:15:01 PM
2020/11/25,21-24,7,1150,12/05/2020 02:15:01 PM
2020/11/26,21-24,5,1155,12/05/2020 02:15:01 PM
2020/11/27,21-24,10,1165,12/05/2020 02:15:01 PM
2020/11/28,21-24,10,1175,12/05/2020 02:15:01 PM
2020/11/29,21-24,9,1184,12/05/2020 02:15:01 PM
2020/11/30,21-24,32,1216,12/05/2020 02:15:01 PM
2020/12/01,21-24,21,1237,12/05/2020 02:15:01 PM
2020/12/02,21-24,16,1253,12/05/2020 02:15:01 PM
2020/12/03,21-24,4,1257,12/05/2020 02:15:01 PM
2020/12/04,21-24,0,1257,12/05/2020 02:15:01 PM
2020/03/18,80+,1,5,12/05/2020 02:15:01 PM
2020/03/19,80+,1,6,12/05/2020 02:15:01 PM
2020/03/20,80+,0,6,12/05/2020 02:15:01 PM
2020/03/21,80+,1,7,12/05/2020 02:15:01 PM
2020/03/22,80+,2,9,12/05/2020 02:15:01 PM
2020/03/23,80+,3,12,12/05/2020 02:15:01 PM
2020/03/24,80+,1,13,12/05/2020 02:15:01 PM
2020/03/25,80+,3,16,12/05/2020 02:15:01 PM
2020/03/26,80+,4,20,12/05/2020 02:15:01 PM
2020/03/27,80+,1,21,12/05/2020 02:15:01 PM
2020/03/28,80+,1,22,12/05/2020 02:15:01 PM
2020/03/29,80+,4,26,12/05/2020 02:15:01 PM
2020/03/30,80+,1,27,12/05/2020 02:15:01 PM
2020/03/31,80+,2,29,12/05/2020 02:15:01 PM
2020/04/01,80+,2,31,12/05/2020 02:15:01 PM
2020/04/02,80+,2,33,12/05/2020 02:15:01 PM
2020/04/03,80+,0,33,12/05/2020 02:15:01 PM
2020/04/04,80+,1,34,12/05/2020 02:15:01 PM
2020/04/05,80+,2,36,12/05/2020 02:15:01 PM
2020/04/06,80+,4,40,12/05/2020 02:15:01 PM
2020/04/07,80+,5,45,12/05/2020 02:15:01 PM
2020/04/08,80+,1,46,12/05/2020 02:15:01 PM
2020/04/09,80+,1,47,12/05/2020 02:15:01 PM
2020/04/10,80+,0,47,12/05/2020 02:15:01 PM
2020/04/11,80+,2,49,12/05/2020 02:15:01 PM
2020/04/12,80+,2,51,12/05/2020 02:15:01 PM
2020/04/13,80+,2,53,12/05/2020 02:15:01 PM
2020/04/14,80+,5,58,12/05/2020 02:15:01 PM
2020/04/15,80+,14,72,12/05/2020 02:15:01 PM
2020/04/16,80+,2,74,12/05/2020 02:15:01 PM
2020/04/17,80+,3,77,12/05/2020 02:15:01 PM
2020/04/18,80+,1,78,12/05/2020 02:15:01 PM
2020/04/19,80+,3,81,12/05/2020 02:15:01 PM
2020/04/20,80+,2,83,12/05/2020 02:15:01 PM
2020/04/21,80+,3,86,12/05/2020 02:15:01 PM
2020/04/22,80+,1,87,12/05/2020 02:15:01 PM
2020/04/23,80+,6,93,12/05/2020 02:15:01 PM
2020/04/24,80+,4,97,12/05/2020 02:15:01 PM
2020/04/25,80+,9,106,12/05/2020 02:15:01 PM
2020/04/26,80+,1,107,12/05/2020 02:15:01 PM
2020/04/27,80+,2,109,12/05/2020 02:15:01 PM
2020/04/28,80+,3,112,12/05/2020 02:15:01 PM
2020/04/29,80+,1,113,12/05/2020 02:15:01 PM
2020/04/30,80+,0,113,12/05/2020 02:15:01 PM
2020/05/01,80+,2,115,12/05/2020 02:15:01 PM
2020/05/02,80+,1,116,12/05/2020 02:15:01 PM
2020/05/03,80+,0,116,12/05/2020 02:15:01 PM
2020/05/04,80+,1,117,12/05/2020 02:15:01 PM
2020/05/05,80+,0,117,12/05/2020 02:15:01 PM
2020/05/06,80+,1,118,12/05/2020 02:15:01 PM
2020/05/07,80+,0,118,12/05/2020 02:15:01 PM
2020/05/08,80+,0,118,12/05/2020 02:15:01 PM
2020/05/09,80+,1,119,12/05/2020 02:15:01 PM
2020/05/10,80+,0,119,12/05/2020 02:15:01 PM
2020/05/11,80+,0,119,12/05/2020 02:15:01 PM
2020/05/12,80+,8,127,12/05/2020 02:15:01 PM
2020/05/13,80+,0,127,12/05/2020 02:15:01 PM
2020/05/14,80+,0,127,12/05/2020 02:15:01 PM
2020/05/15,80+,0,127,12/05/2020 02:15:01 PM
2020/05/16,80+,1,128,12/05/2020 02:15:01 PM
2020/05/17,80+,0,128,12/05/2020 02:15:01 PM
2020/05/18,80+,1,129,12/05/2020 02:15:01 PM
2020/05/19,80+,0,129,12/05/2020 02:15:01 PM
2020/05/20,80+,1,130,12/05/2020 02:15:01 PM
2020/05/21,80+,1,131,12/05/2020 02:15:01 PM
2020/05/22,80+,1,132,12/05/2020 02:15:01 PM
2020/05/23,80+,0,132,12/05/2020 02:15:01 PM
2020/05/24,80+,1,133,12/05/2020 02:15:01 PM
2020/05/25,80+,0,133,12/05/2020 02:15:01 PM
2020/05/26,80+,0,133,12/05/2020 02:15:01 PM
2020/05/27,80+,1,134,12/05/2020 02:15:01 PM
2020/05/28,80+,2,136,12/05/2020 02:15:01 PM
2020/05/29,80+,0,136,12/05/2020 02:15:01 PM
2020/05/30,80+,0,136,12/05/2020 02:15:01 PM
2020/05/31,80+,1,137,12/05/2020 02:15:01 PM
2020/06/01,80+,1,138,12/05/2020 02:15:01 PM
2020/06/02,80+,1,139,12/05/2020 02:15:01 PM
2020/06/03,80+,0,139,12/05/2020 02:15:01 PM
2020/06/04,80+,1,140,12/05/2020 02:15:01 PM
2020/06/05,80+,5,145,12/05/2020 02:15:01 PM
2020/06/06,80+,0,145,12/05/2020 02:15:01 PM
2020/06/07,80+,0,145,12/05/2020 02:15:01 PM
2020/06/08,80+,3,148,12/05/2020 02:15:01 PM
2020/06/09,80+,0,148,12/05/2020 02:15:01 PM
2020/06/10,80+,1,149,12/05/2020 02:15:01 PM
2020/06/11,80+,0,149,12/05/2020 02:15:01 PM
2020/06/12,80+,0,149,12/05/2020 02:15:01 PM
2020/06/13,80+,0,149,12/05/2020 02:15:01 PM
2020/06/14,80+,0,149,12/05/2020 02:15:01 PM
2020/06/15,80+,0,149,12/05/2020 02:15:01 PM
2020/06/16,80+,0,149,12/05/2020 02:15:01 PM
2020/06/17,80+,0,149,12/05/2020 02:15:01 PM
2020/06/18,80+,0,149,12/05/2020 02:15:01 PM
2020/06/19,80+,2,151,12/05/2020 02:15:01 PM
2020/06/20,80+,0,151,12/05/2020 02:15:01 PM
2020/06/21,80+,0,151,12/05/2020 02:15:01 PM
2020/06/22,80+,0,151,12/05/2020 02:15:01 PM
2020/06/23,80+,0,151,12/05/2020 02:15:01 PM
2020/06/24,80+,0,151,12/05/2020 02:15:01 PM
2020/06/25,80+,3,154,12/05/2020 02:15:01 PM
2020/06/26,80+,3,157,12/05/2020 02:15:01 PM
2020/06/27,80+,0,157,12/05/2020 02:15:01 PM
2020/06/28,80+,2,159,12/05/2020 02:15:01 PM
2020/06/29,80+,3,162,12/05/2020 02:15:01 PM
2020/06/30,80+,1,163,12/05/2020 02:15:01 PM
2020/07/01,80+,1,164,12/05/2020 02:15:01 PM
2020/07/02,80+,2,166,12/05/2020 02:15:01 PM
2020/07/03,80+,0,166,12/05/2020 02:15:01 PM
