Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
2020/08/25,61-70,3,622,11/23/2020 02:15:02 PM
2020/08/26,61-70,2,624,11/23/2020 02:15:02 PM
2020/08/27,61-70,4,628,11/23/2020 02:15:02 PM
2020/08/28,61-70,4,632,11/23/2020 02:15:02 PM
2020/08/29,61-70,5,637,11/23/2020 02:15:02 PM
2020/08/30,61-70,1,638,11/23/2020 02:15:02 PM
2020/08/31,61-70,6,644,11/23/2020 02:15:02 PM
2020/09/01,61-70,4,648,11/23/2020 02:15:02 PM
2020/09/02,61-70,8,656,11/23/2020 02:15:02 PM
2020/09/03,61-70,3,659,11/23/2020 02:15:02 PM
2020/09/04,61-70,6,665,11/23/2020 02:15:02 PM
2020/09/05,61-70,6,671,11/23/2020 02:15:02 PM
2020/09/06,61-70,1,672,11/23/2020 02:15:02 PM
2020/09/07,61-70,5,677,11/23/2020 02:15:02 PM
2020/09/08,61-70,4,681,11/23/2020 02:15:02 PM
2020/09/09,61-70,7,688,11/23/2020 02:15:02 PM
2020/09/10,61-70,5,693,11/23/2020 02:15:02 PM
2020/09/11,61-70,10,703,11/23/2020 02:15:02 PM
2020/09/12,61-70,5,708,11/23/2020 02:15:02 PM
2020/09/13,61-70,0,708,11/23/2020 02:15:02 PM
2020/09/14,61-70,5,713,11/23/2020 02:15:02 PM
2020/09/15,61-70,6,719,11/23/2020 02:15:02 PM
2020/09/16,61-70,9,728,11/23/2020 02:15:02 PM
2020/09/17,61-70,2,730,11/23/2020 02:15:02 PM
2020/09/18,61-70,5,735,11/23/2020 02:15:02 PM
2020/09/19,61-70,1,736,11/23/2020 02:15:02 PM
2020/09/20,61-70,2,738,11/23/2020 02:15:02 PM
2020/09/21,61-70,3,741,11/23/2020 02:15:02 PM
2020/09/22,61-70,3,744,11/23/2020 02:15:02 PM
2020/09/23,61-70,2,746,11/23/2020 02:15:02 PM
2020/09/24,61-70,2,748,11/23/2020 02:15:02 PM
2020/09/25,61-70,4,752,11/23/2020 02:15:02 PM
2020/09/26,61-70,2,754,11/23/2020 02:15:02 PM
2020/09/27,61-70,1,755,11/23/2020 02:15:02 PM
2020/09/28,61-70,3,758,11/23/2020 02:15:02 PM
2020/09/29,61-70,4,762,11/23/2020 02:15:02 PM
2020/09/30,61-70,6,768,11/23/2020 02:15:02 PM
2020/10/01,61-70,4,772,11/23/2020 02:15:02 PM
2020/10/02,61-70,2,774,11/23/2020 02:15:02 PM
2020/10/03,61-70,2,776,11/23/2020 02:15:02 PM
2020/10/04,61-70,0,776,11/23/2020 02:15:02 PM
2020/10/05,61-70,2,778,11/23/2020 02:15:02 PM
2020/10/06,61-70,3,781,11/23/2020 02:15:02 PM
2020/10/07,61-70,0,781,11/23/2020 02:15:02 PM
2020/10/08,61-70,0,781,11/23/2020 02:15:02 PM
2020/10/09,61-70,3,784,11/23/2020 02:15:02 PM
2020/10/10,61-70,0,784,11/23/2020 02:15:02 PM
2020/10/11,61-70,0,784,11/23/2020 02:15:02 PM
2020/10/12,61-70,3,787,11/23/2020 02:15:02 PM
2020/10/13,61-70,5,792,11/23/2020 02:15:02 PM
2020/10/14,61-70,2,794,11/23/2020 02:15:02 PM
2020/10/15,61-70,2,796,11/23/2020 02:15:02 PM
2020/10/16,61-70,4,800,11/23/2020 02:15:02 PM
2020/10/17,61-70,1,801,11/23/2020 02:15:02 PM
2020/10/18,61-70,0,801,11/23/2020 02:15:02 PM
2020/10/19,61-70,4,805,11/23/2020 02:15:02 PM
2020/10/20,61-70,3,808,11/23/2020 02:15:02 PM
2020/10/21,61-70,0,808,11/23/2020 02:15:02 PM
2020/10/22,61-70,2,810,11/23/2020 02:15:02 PM
2020/10/23,61-70,4,814,11/23/2020 02:15:02 PM
2020/10/24,61-70,0,814,11/23/2020 02:15:02 PM
2020/10/25,61-70,2,816,11/23/2020 02:15:02 PM
2020/10/26,61-70,2,818,11/23/2020 02:15:02 PM
2020/10/27,61-70,7,825,11/23/2020 02:15:02 PM
2020/10/28,61-70,3,828,11/23/2020 02:15:02 PM
2020/10/29,61-70,4,832,11/23/2020 02:15:02 PM
2020/10/30,61-70,3,835,11/23/2020 02:15:02 PM
2020/10/31,61-70,2,837,11/23/2020 02:15:02 PM
2020/11/01,61-70,1,838,11/23/2020 02:15:02 PM
2020/11/02,61-70,4,842,11/23/2020 02:15:02 PM
2020/11/03,61-70,1,843,11/23/2020 02:15:02 PM
2020/11/04,61-70,11,854,11/23/2020 02:15:02 PM
2020/11/05,61-70,8,862,11/23/2020 02:15:02 PM
2020/11/06,61-70,4,866,11/23/2020 02:15:02 PM
2020/11/07,61-70,3,869,11/23/2020 02:15:02 PM
2020/11/08,61-70,2,871,11/23/2020 02:15:02 PM
2020/11/09,61-70,9,880,11/23/2020 02:15:02 PM
2020/11/10,61-70,6,886,11/23/2020 02:15:02 PM
2020/11/11,61-70,3,889,11/23/2020 02:15:02 PM
2020/11/12,61-70,11,900,11/23/2020 02:15:02 PM
2020/11/13,61-70,5,905,11/23/2020 02:15:02 PM
2020/11/14,61-70,1,906,11/23/2020 02:15:02 PM
2020/11/15,61-70,6,912,11/23/2020 02:15:02 PM
2020/11/16,61-70,12,924,11/23/2020 02:15:02 PM
2020/11/17,61-70,7,931,11/23/2020 02:15:02 PM
2020/11/18,61-70,11,942,11/23/2020 02:15:02 PM
2020/11/19,61-70,5,947,11/23/2020 02:15:02 PM
2020/11/20,61-70,6,953,11/23/2020 02:15:02 PM
2020/11/21,61-70,2,955,11/23/2020 02:15:02 PM
2020/11/22,61-70,0,955,11/23/2020 02:15:02 PM
